0	0	1	r1
1	0.0796	4	r1
2	0.135	4	r1
3	0.1761	6	r1
4	0.211	6	r1
5	0.2449	7	r1
6	0.2795	7	r1
7	0.3177	8	r1
8	0.3577	8	r1
9	0.4065	8	r1
10	0.457	8	r1
11	0.5099	9	r1
12	0.5743	10	r1
13	0.6404	10	r1
14	0.7209	9	r1
15	0.804	10	r1
16	0.8981	9	r1
17	0.9978	10	r1
18	1.0972	10	r1
19	1.2186	10	r1
20	1.3434	10	r1
21	1.4701	10	r1
22	1.6045	10	r1
23	1.7461	10	r1
24	1.8866	10	r1
25	2.0271	10	r1
26	2.1654	10	r1
27	2.3143	10	r1
28	2.4621	10	r1
29	2.6271	10	r1
30	2.7832	10	r1
31	2.9354	10	r1
32	3.0832	10	r1
33	3.2292	10	r1
34	3.3783	10	r1
35	3.5331	10	r1
36	3.6962	10	r1
37	3.8609	10	r1
38	4.0109	10	r1
39	4.1544	10	r1
40	4.3015	10	r1
41	4.446	10	r1
42	4.5829	10	r1
43	4.7127	10	r1
44	4.8391	10	r1
45	4.9671	10	r1
46	5.0977	10	r1
47	5.2318	10	r1
48	5.3556	10	r1
49	5.477	10	r1
50	5.597	10	r1
51	5.7127	10	r1
52	5.8091	10	r1
53	5.9046	10	r1
54	6.021	10	r1
55	6.1211	10	r1
56	6.2325	10	r1
57	6.333	10	r1
58	6.4262	10	r1
59	6.5104	10	r1
60	6.6036	10	r1
61	6.6858	10	r1
62	6.7668	10	r1
63	6.8526	10	r1
64	6.9263	10	r1
65	7.0102	10	r1
66	7.0779	10	r1
67	7.1462	10	r1
68	7.2127	10	r1
69	7.2792	10	r1
70	7.3522	10	r1
71	7.4257	10	r1
72	7.4855	10	r1
73	7.5464	10	r1
74	7.5988	10	r1
75	7.6527	10	r1
76	7.7111	10	r1
77	7.757	10	r1
78	7.8084	10	r1
79	7.8532	10	r1
80	7.8987	10	r1
81	7.9468	10	r1
82	7.9981	10	r1
83	8.035	10	r1
84	8.0709	10	r1
85	8.1065	10	r1
86	8.1392	10	r1
87	8.1744	10	r1
88	8.2082	10	r1
89	8.248	10	r1
90	8.2809	10	r1
91	8.3113	10	r1
92	8.3392	10	r1
93	8.3667	10	r1
94	8.3939	10	r1
95	8.4197	10	r1
96	8.4445	10	r1
97	8.4681	10	r1
98	8.4944	10	r1
99	8.5192	10	r1
100	8.545	10	r1
101	8.5699	10	r1
102	8.5866	10	r1
103	8.605	10	r1
104	8.6291	10	r1
105	8.6452	10	r1
106	8.6585	10	r1
107	8.6735	10	r1
108	8.6919	10	r1
109	8.7069	10	r1
110	8.7241	10	r1
111	8.7352	10	r1
112	8.7498	10	r1
113	8.7641	10	r1
114	8.7763	10	r1
115	8.7872	10	r1
116	8.7969	9	r1
117	8.8061	9	r1
118	8.8154	10	r1
119	8.8261	10	r1
120	8.8337	10	r1
121	8.8446	9	r1
122	8.8529	9	r1
123	8.8627	9	r1
124	8.8676	10	r1
125	8.8774	10	r1
126	8.8853	10	r1
127	8.8927	10	r1
128	8.8993	10	r1
129	8.9055	9	r1
130	8.9124	8	r1
131	8.9174	8	r1
132	8.9195	8	r1
133	8.9221	8	r1
134	8.9287	8	r1
135	8.9314	8	r1
136	8.9363	8	r1
137	8.9401	7	r1
138	8.9436	7	r1
139	8.9469	7	r1
140	8.9507	7	r1
141	8.953	7	r1
142	8.9567	7	r1
143	8.9593	7	r1
144	8.9609	6	r1
145	8.9638	6	r1
146	8.9659	6	r1
147	8.9683	6	r1
148	8.9699	6	r1
149	8.9727	6	r1
150	8.9741	6	r1
151	8.974	6	r1
152	8.9751	6	r1
153	8.9764	6	r1
154	8.9776	6	r1
155	8.9787	6	r1
156	8.9799	6	r1
157	8.9814	6	r1
158	6.4898	6	r1
159	8.6231	6	r1
160	8.6238	6	r1
161	8.6255	6	r1
162	8.6268	6	r1
163	8.6278	6	r1
164	8.6285	6	r1
165	8.6297	5	r1
166	8.6307	5	r1
167	8.6315	5	r1
168	6.1235	5	r1
169	8.2732	5	r1
170	8.2733	5	r1
171	6.1236	5	r1
172	5.763	5	r1
173	6.1181	5	r1
174	7.1944	5	r1
175	7.1948	5	r1
176	4.688	5	r1
177	6.4753	5	r1
178	2.5373	5	r1
179	6.1161	5	r1
180	6.1163	4	r1
181	0.3781	4	r1
182	5.7567	4	r1
183	0.3755	4	r1
184	5.0372	4	r1
185	5.0372	4	r1
186	5.0373	4	r1
187	5.0376	4	r1
188	5.0378	4	r1
189	1.8049	4	r1
190	4.6779	4	r1
191	3.2415	4	r1
192	4.3182	4	r1
193	4.3182	4	r1
194	4.3186	4	r1
195	1.8016	4	r1
196	3.5986	4	r1
197	3.5989	4	r1
198	3.599	4	r1
199	3.5989	4	r1
200	3.5988	4	r1
201	3.5986	4	r1
202	3.5986	4	r1
203	3.24	4	r1
204	2.5206	4	r1
205	2.879	4	r1
206	2.8792	4	r1
207	2.8792	3	r1
208	2.8793	3	r1
209	2.1603	3	r1
210	0.7231	3	r1
211	2.1594	3	r1
212	2.1594	3	r1
213	2.1594	3	r1
214	2.1595	3	r1
215	2.1595	3	r1
216	2.1595	3	r1
217	2.1595	3	r1
218	1.7995	3	r1
219	1.7996	2	r1
220	1.7996	2	r1
221	1.7997	2	r1
222	0.3615	2	r1
223	1.4397	2	r1
224	1.4398	2	r1
225	1.4398	2	r1
226	1.4398	2	r1
227	1.4397	2	r1
228	1.4399	2	r1
229	1.4398	2	r1
230	0.3604	2	r1
231	0.7199	2	r1
232	0.7198	2	r1
233	0.7198	2	r1
234	0.3601	2	r1
235	0.3599	2	r1
236	0.3599	2	r1
237	0.3599	2	r1
238	0.36	1	r1
